"crime","neighbourhood","incidents","year"
"Sexual Assault","McNab",0,2014
"Shoplift Over","McNab",0,2014
"Shoplift Under","McNab",5,2014
"Special Inq(8510-8640)","McNab",88,2014
"Special Inq(8660-8814)","McNab",85,2014
"Theft From Auto Over","McNab",0,2014
"Theft From Auto Under","McNab",10,2014
"Theft of Motor Vehicle VA, VT","McNab",8,2014
"Theft of Other Vehicle VM, VO","McNab",1,2014
"Violation Causing Death","McNab",0,2014
"Violence/Threat","McNab",78,2014
"Total","McNab",271,2014
"Arson","Mount Royal",2,2014
"Assault","Mount Royal",21,2014
"Attempt Murder","Mount Royal",0,2014
"B&E (Business)","Mount Royal",0,2014
"B&E (Garage)","Mount Royal",3,2014
"B&E (Other)","Mount Royal",1,2014
"B&E (Residence)","Mount Royal",9,2014
"B&E Motor Vehicle Firearms","Mount Royal",0,2014
"Controlled Drugs","Mount Royal",2,2014
"Crimes Against Property(2150-2166)","Mount Royal",9,2014
"Dangerous Operation","Mount Royal",3,2014
"Deprivation of Freedom","Mount Royal",0,2014
"Gaming&Betting","Mount Royal",1,2014
"HWY Traffic Violation","Mount Royal",21,2014
"Impaired Operation","Mount Royal",13,2014
"Mischief","Mount Royal",22,2014
"Municipal ByLaws","Mount Royal",3,2014
"Offensive Weapons","Mount Royal",1,2014
"Other Crminal Code Traffic","Mount Royal",1,2014
"Other Federal Statute Violations","Mount Royal",2,2014
"Other Theft Over","Mount Royal",1,2014
"Other Theft Under","Mount Royal",12,2014
"OtherCriminalCode (A)","Mount Royal",35,2014
"OtherCriminalCode (B)","Mount Royal",1,2014
"Prostitution","Mount Royal",0,2014
"Provincial Statutes","Mount Royal",6,2014
"Sexual Assault","Mount Royal",0,2014
"Shoplift Over","Mount Royal",0,2014
"Shoplift Under","Mount Royal",10,2014
"Special Inq(8510-8640)","Mount Royal",77,2014
"Special Inq(8660-8814)","Mount Royal",43,2014
"Theft From Auto Over","Mount Royal",6,2014
"Theft From Auto Under","Mount Royal",14,2014
"Theft of Motor Vehicle VA, VT","Mount Royal",11,2014
"Theft of Other Vehicle VM, VO","Mount Royal",6,2014
"Violation Causing Death","Mount Royal",4,2014
"Violence/Threat","Mount Royal",89,2014
"Total","Mount Royal",257,2014
"Arson","Normanview",2,2014
"Assault","Normanview",15,2014
"Attempt Murder","Normanview",1,2014
"B&E (Business)","Normanview",7,2014
"B&E (Garage)","Normanview",9,2014
"B&E (Other)","Normanview",3,2014
"B&E (Residence)","Normanview",22,2014
"B&E Motor Vehicle Firearms","Normanview",0,2014
"Controlled Drugs","Normanview",3,2014
"Crimes Against Property(2150-2166)","Normanview",9,2014
"Dangerous Operation","Normanview",4,2014
"Deprivation of Freedom","Normanview",0,2014
"Gaming&Betting","Normanview",1,2014
"HWY Traffic Violation","Normanview",29,2014
"Impaired Operation","Normanview",6,2014
"Mischief","Normanview",31,2014
"Municipal ByLaws","Normanview",2,2014
"Offensive Weapons","Normanview",0,2014
"Other Crminal Code Traffic","Normanview",3,2014
"Other Federal Statute Violations","Normanview",1,2014
"Other Theft Over","Normanview",1,2014
"Other Theft Under","Normanview",11,2014
"OtherCriminalCode (A)","Normanview",16,2014
"OtherCriminalCode (B)","Normanview",2,2014
"Prostitution","Normanview",1,2014
"Provincial Statutes","Normanview",9,2014
"Sexual Assault","Normanview",2,2014
"Shoplift Over","Normanview",0,2014
"Shoplift Under","Normanview",8,2014
"Special Inq(8510-8640)","Normanview",83,2014
"Special Inq(8660-8814)","Normanview",58,2014
"Theft From Auto Over","Normanview",4,2014
"Theft From Auto Under","Normanview",22,2014
"Theft of Motor Vehicle VA, VT","Normanview",15,2014
"Theft of Other Vehicle VM, VO","Normanview",2,2014
"Violation Causing Death","Normanview",3,2014
"Violence/Threat","Normanview",114,2014
"Total","Normanview",281,2014
"Arson","Normanview West",0,2014
"Assault","Normanview West",12,2014
"Attempt Murder","Normanview West",0,2014
"B&E (Business)","Normanview West",2,2014
"B&E (Garage)","Normanview West",8,2014
"B&E (Other)","Normanview West",1,2014
"B&E (Residence)","Normanview West",3,2014
"B&E Motor Vehicle Firearms","Normanview West",0,2014
"Controlled Drugs","Normanview West",6,2014
"Crimes Against Property(2150-2166)","Normanview West",7,2014
"Dangerous Operation","Normanview West",6,2014
"Deprivation of Freedom","Normanview West",0,2014
"Gaming&Betting","Normanview West",4,2014
"HWY Traffic Violation","Normanview West",63,2014
"Impaired Operation","Normanview West",6,2014
"Mischief","Normanview West",16,2014
"Municipal ByLaws","Normanview West",0,2014
"Offensive Weapons","Normanview West",5,2014
"Other Crminal Code Traffic","Normanview West",7,2014
"Other Federal Statute Violations","Normanview West",2,2014
"Other Theft Over","Normanview West",0,2014
"Other Theft Under","Normanview West",19,2014
"OtherCriminalCode (A)","Normanview West",5,2014
"OtherCriminalCode (B)","Normanview West",2,2014
"Prostitution","Normanview West",1,2014
"Provincial Statutes","Normanview West",12,2014
"Sexual Assault","Normanview West",0,2014
"Shoplift Over","Normanview West",0,2014
"Shoplift Under","Normanview West",21,2014
"Special Inq(8510-8640)","Normanview West",79,2014
"Special Inq(8660-8814)","Normanview West",96,2014
"Theft From Auto Over","Normanview West",9,2014
"Theft From Auto Under","Normanview West",16,2014
"Theft of Motor Vehicle VA, VT","Normanview West",9,2014
"Theft of Other Vehicle VM, VO","Normanview West",0,2014
"Violation Causing Death","Normanview West",1,2014
"Violence/Threat","Normanview West",108,2014
"Total","Normanview West",318,2014
"Arson","North Central",50,2014
"Assault","North Central",493,2014
"Attempt Murder","North Central",7,2014
"B&E (Business)","North Central",13,2014
"B&E (Garage)","North Central",62,2014
"B&E (Other)","North Central",30,2014
"B&E (Residence)","North Central",154,2014
"B&E Motor Vehicle Firearms","North Central",3,2014
"Controlled Drugs","North Central",115,2014
"Crimes Against Property(2150-2166)","North Central",82,2014
"Dangerous Operation","North Central",49,2014
"Deprivation of Freedom","North Central",7,2014
"Gaming&Betting","North Central",43,2014
"HWY Traffic Violation","North Central",381,2014
"Impaired Operation","North Central",135,2014
"Mischief","North Central",446,2014
"Municipal ByLaws","North Central",21,2014
"Offensive Weapons","North Central",122,2014
"Other Crminal Code Traffic","North Central",96,2014
"Other Federal Statute Violations","North Central",99,2014
"Other Theft Over","North Central",20,2014
"Other Theft Under","North Central",262,2014
"OtherCriminalCode (A)","North Central",640,2014
"OtherCriminalCode (B)","North Central",43,2014
"Prostitution","North Central",33,2014
"Provincial Statutes","North Central",444,2014
"Sexual Assault","North Central",27,2014
"Shoplift Over","North Central",2,2014
"Shoplift Under","North Central",168,2014
"Special Inq(8510-8640)","North Central",2066,2014
"Special Inq(8660-8814)","North Central",946,2014
"Theft From Auto Over","North Central",21,2014
"Theft From Auto Under","North Central",149,2014
"Theft of Motor Vehicle VA, VT","North Central",121,2014
"Theft of Other Vehicle VM, VO","North Central",16,2014
"Violation Causing Death","North Central",29,2014
"Violence/Threat","North Central",1861,2014
"Total","North Central",5726,2014
"Arson","North East",13,2014
"Assault","North East",91,2014
"Attempt Murder","North East",2,2014
"B&E (Business)","North East",9,2014
"B&E (Garage)","North East",20,2014
"B&E (Other)","North East",8,2014
"B&E (Residence)","North East",39,2014
"B&E Motor Vehicle Firearms","North East",3,2014
"Controlled Drugs","North East",16,2014
"Crimes Against Property(2150-2166)","North East",51,2014
"Dangerous Operation","North East",13,2014
"Deprivation of Freedom","North East",4,2014
"Gaming&Betting","North East",13,2014
"HWY Traffic Violation","North East",158,2014
"Impaired Operation","North East",38,2014
"Mischief","North East",98,2014
"Municipal ByLaws","North East",2,2014
"Offensive Weapons","North East",22,2014
"Other Crminal Code Traffic","North East",20,2014
"Other Federal Statute Violations","North East",16,2014
"Other Theft Over","North East",3,2014
"Other Theft Under","North East",91,2014
"OtherCriminalCode (A)","North East",128,2014
"OtherCriminalCode (B)","North East",6,2014
"Prostitution","North East",4,2014
"Provincial Statutes","North East",92,2014
"Sexual Assault","North East",4,2014
"Shoplift Over","North East",3,2014
"Shoplift Under","North East",102,2014
"Special Inq(8510-8640)","North East",534,2014
"Special Inq(8660-8814)","North East",262,2014
"Theft From Auto Over","North East",14,2014
"Theft From Auto Under","North East",74,2014
"Theft of Motor Vehicle VA, VT","North East",56,2014
"Theft of Other Vehicle VM, VO","North East",8,2014
"Violation Causing Death","North East",7,2014
"Violence/Threat","North East",510,2014
"Total","North East",1562,2014
"Arson","Prairie View",1,2014
"Assault","Prairie View",11,2014
"Attempt Murder","Prairie View",0,2014
"B&E (Business)","Prairie View",0,2014
"B&E (Garage)","Prairie View",7,2014
"B&E (Other)","Prairie View",5,2014
"B&E (Residence)","Prairie View",20,2014
"B&E Motor Vehicle Firearms","Prairie View",0,2014
"Controlled Drugs","Prairie View",7,2014
"Crimes Against Property(2150-2166)","Prairie View",3,2014
"Dangerous Operation","Prairie View",1,2014
"Deprivation of Freedom","Prairie View",0,2014
"Gaming&Betting","Prairie View",0,2014
"HWY Traffic Violation","Prairie View",25,2014
"Impaired Operation","Prairie View",5,2014
"Mischief","Prairie View",26,2014
"Municipal ByLaws","Prairie View",2,2014
"Offensive Weapons","Prairie View",2,2014
"Other Crminal Code Traffic","Prairie View",3,2014
"Other Federal Statute Violations","Prairie View",0,2014
"Other Theft Over","Prairie View",2,2014
"Other Theft Under","Prairie View",7,2014
"OtherCriminalCode (A)","Prairie View",10,2014
"OtherCriminalCode (B)","Prairie View",0,2014
"Prostitution","Prairie View",1,2014
"Provincial Statutes","Prairie View",8,2014
"Sexual Assault","Prairie View",2,2014
"Shoplift Over","Prairie View",0,2014
"Shoplift Under","Prairie View",9,2014
"Special Inq(8510-8640)","Prairie View",101,2014
"Special Inq(8660-8814)","Prairie View",42,2014
"Theft From Auto Over","Prairie View",10,2014
"Theft From Auto Under","Prairie View",34,2014
"Theft of Motor Vehicle VA, VT","Prairie View",23,2014
"Theft of Other Vehicle VM, VO","Prairie View",4,2014
"Violation Causing Death","Prairie View",0,2014
"Violence/Threat","Prairie View",92,2014
"Total","Prairie View",283,2014
"Arson","Regent Park",3,2014
"Assault","Regent Park",15,2014
"Attempt Murder","Regent Park",0,2014
"B&E (Business)","Regent Park",0,2014
"B&E (Garage)","Regent Park",10,2014
"B&E (Other)","Regent Park",1,2014
"B&E (Residence)","Regent Park",22,2014
"B&E Motor Vehicle Firearms","Regent Park",0,2014
"Controlled Drugs","Regent Park",12,2014
"Crimes Against Property(2150-2166)","Regent Park",3,2014
"Dangerous Operation","Regent Park",5,2014
"Deprivation of Freedom","Regent Park",0,2014
"Gaming&Betting","Regent Park",4,2014
"HWY Traffic Violation","Regent Park",31,2014
"Impaired Operation","Regent Park",10,2014
"Mischief","Regent Park",25,2014
"Municipal ByLaws","Regent Park",3,2014
"Offensive Weapons","Regent Park",5,2014
"Other Crminal Code Traffic","Regent Park",6,2014
"Other Federal Statute Violations","Regent Park",9,2014
"Other Theft Over","Regent Park",0,2014
"Other Theft Under","Regent Park",20,2014
"OtherCriminalCode (A)","Regent Park",22,2014
"OtherCriminalCode (B)","Regent Park",3,2014
"Prostitution","Regent Park",0,2014
"Provincial Statutes","Regent Park",8,2014
"Sexual Assault","Regent Park",1,2014
"Shoplift Over","Regent Park",0,2014
"Shoplift Under","Regent Park",9,2014
"Special Inq(8510-8640)","Regent Park",118,2014
"Special Inq(8660-8814)","Regent Park",101,2014
"Theft From Auto Over","Regent Park",2,2014
"Theft From Auto Under","Regent Park",20,2014
"Theft of Motor Vehicle VA, VT","Regent Park",8,2014
"Theft of Other Vehicle VM, VO","Regent Park",4,2014
"Violation Causing Death","Regent Park",0,2014
"Violence/Threat","Regent Park",117,2014
"Total","Regent Park",371,2014
"Arson","Rosemont",2,2014
"Assault","Rosemont",47,2014
"Attempt Murder","Rosemont",0,2014
"B&E (Business)","Rosemont",4,2014
"B&E (Garage)","Rosemont",23,2014
"B&E (Other)","Rosemont",4,2014
"B&E (Residence)","Rosemont",37,2014
"B&E Motor Vehicle Firearms","Rosemont",0,2014
"Controlled Drugs","Rosemont",16,2014
"Crimes Against Property(2150-2166)","Rosemont",18,2014
"Dangerous Operation","Rosemont",6,2014
"Deprivation of Freedom","Rosemont",1,2014
"Gaming&Betting","Rosemont",5,2014
"HWY Traffic Violation","Rosemont",56,2014
"Impaired Operation","Rosemont",19,2014
"Mischief","Rosemont",52,2014
"Municipal ByLaws","Rosemont",2,2014
"Offensive Weapons","Rosemont",5,2014
"Other Crminal Code Traffic","Rosemont",14,2014
"Other Federal Statute Violations","Rosemont",8,2014
"Other Theft Over","Rosemont",2,2014
"Other Theft Under","Rosemont",31,2014
"OtherCriminalCode (A)","Rosemont",45,2014
"OtherCriminalCode (B)","Rosemont",2,2014
"Prostitution","Rosemont",0,2014
"Provincial Statutes","Rosemont",27,2014
"Sexual Assault","Rosemont",3,2014
"Shoplift Over","Rosemont",0,2014
"Shoplift Under","Rosemont",31,2014
"Special Inq(8510-8640)","Rosemont",292,2014
"Special Inq(8660-8814)","Rosemont",168,2014
"Theft From Auto Over","Rosemont",10,2014
"Theft From Auto Under","Rosemont",58,2014
"Theft of Motor Vehicle VA, VT","Rosemont",23,2014
"Theft of Other Vehicle VM, VO","Rosemont",3,2014
"Violation Causing Death","Rosemont",1,2014
"Violence/Threat","Rosemont",235,2014
"Total","Rosemont",800,2014
"Arson","Ross Industrial",0,2014
"Assault","Ross Industrial",4,2014
"Attempt Murder","Ross Industrial",2,2014
"B&E (Business)","Ross Industrial",23,2014
"B&E (Garage)","Ross Industrial",2,2014
"B&E (Other)","Ross Industrial",16,2014
"B&E (Residence)","Ross Industrial",1,2014
"B&E Motor Vehicle Firearms","Ross Industrial",0,2014
"Controlled Drugs","Ross Industrial",6,2014
"Crimes Against Property(2150-2166)","Ross Industrial",9,2014
"Dangerous Operation","Ross Industrial",1,2014
"Deprivation of Freedom","Ross Industrial",0,2014
"Gaming&Betting","Ross Industrial",11,2014
"HWY Traffic Violation","Ross Industrial",92,2014
"Impaired Operation","Ross Industrial",27,2014
"Mischief","Ross Industrial",24,2014
"Municipal ByLaws","Ross Industrial",1,2014
"Offensive Weapons","Ross Industrial",4,2014
"Other Crminal Code Traffic","Ross Industrial",11,2014
"Other Federal Statute Violations","Ross Industrial",0,2014
"Other Theft Over","Ross Industrial",6,2014
"Other Theft Under","Ross Industrial",18,2014
"OtherCriminalCode (A)","Ross Industrial",12,2014
"OtherCriminalCode (B)","Ross Industrial",0,2014
"Prostitution","Ross Industrial",0,2014
"Provincial Statutes","Ross Industrial",5,2014
"Sexual Assault","Ross Industrial",3,2014
"Shoplift Over","Ross Industrial",0,2014
"Shoplift Under","Ross Industrial",8,2014
"Special Inq(8510-8640)","Ross Industrial",93,2014
"Special Inq(8660-8814)","Ross Industrial",276,2014
"Theft From Auto Over","Ross Industrial",0,2014
"Theft From Auto Under","Ross Industrial",18,2014
"Theft of Motor Vehicle VA, VT","Ross Industrial",19,2014
"Theft of Other Vehicle VM, VO","Ross Industrial",5,2014
"Violation Causing Death","Ross Industrial",1,2014
"Violence/Threat","Ross Industrial",207,2014
"Total","Ross Industrial",503,2014
"Arson","Rural",1,2014
"Assault","Rural",0,2014
"Attempt Murder","Rural",0,2014
"B&E (Business)","Rural",0,2014
"B&E (Garage)","Rural",0,2014
"B&E (Other)","Rural",0,2014
"B&E (Residence)","Rural",0,2014
"B&E Motor Vehicle Firearms","Rural",0,2014
"Controlled Drugs","Rural",1,2014
"Crimes Against Property(2150-2166)","Rural",1,2014
"Dangerous Operation","Rural",2,2014
"Deprivation of Freedom","Rural",0,2014
"Gaming&Betting","Rural",0,2014
"HWY Traffic Violation","Rural",9,2014
"Impaired Operation","Rural",6,2014
"Mischief","Rural",4,2014
"Municipal ByLaws","Rural",0,2014
"Offensive Weapons","Rural",0,2014
"Other Crminal Code Traffic","Rural",4,2014
"Other Federal Statute Violations","Rural",1,2014
"Other Theft Over","Rural",0,2014
"Other Theft Under","Rural",3,2014
"OtherCriminalCode (A)","Rural",2,2014
"OtherCriminalCode (B)","Rural",0,2014
"Prostitution","Rural",0,2014
"Provincial Statutes","Rural",1,2014
"Sexual Assault","Rural",0,2014
"Shoplift Over","Rural",0,2014
"Shoplift Under","Rural",1,2014
"Special Inq(8510-8640)","Rural",14,2014
"Special Inq(8660-8814)","Rural",37,2014
"Theft From Auto Over","Rural",0,2014
"Theft From Auto Under","Rural",0,2014
"Theft of Motor Vehicle VA, VT","Rural",1,2014
"Theft of Other Vehicle VM, VO","Rural",0,2014
"Violation Causing Death","Rural",0,2014
"Violence/Threat","Rural",14,2014
"Total","Rural",74,2014
"Arson","Sherwood Estates",1,2014
"Assault","Sherwood Estates",13,2014
"Attempt Murder","Sherwood Estates",0,2014
"B&E (Business)","Sherwood Estates",0,2014
"B&E (Garage)","Sherwood Estates",2,2014
"B&E (Other)","Sherwood Estates",0,2014
"B&E (Residence)","Sherwood Estates",6,2014
"B&E Motor Vehicle Firearms","Sherwood Estates",0,2014
"Controlled Drugs","Sherwood Estates",9,2014
"Crimes Against Property(2150-2166)","Sherwood Estates",6,2014
"Dangerous Operation","Sherwood Estates",0,2014
"Deprivation of Freedom","Sherwood Estates",1,2014
"Gaming&Betting","Sherwood Estates",0,2014
"HWY Traffic Violation","Sherwood Estates",28,2014
"Impaired Operation","Sherwood Estates",10,2014
"Mischief","Sherwood Estates",18,2014
"Municipal ByLaws","Sherwood Estates",2,2014
"Offensive Weapons","Sherwood Estates",1,2014
"Other Crminal Code Traffic","Sherwood Estates",3,2014
"Other Federal Statute Violations","Sherwood Estates",2,2014
"Other Theft Over","Sherwood Estates",1,2014
"Other Theft Under","Sherwood Estates",11,2014
"OtherCriminalCode (A)","Sherwood Estates",19,2014
"OtherCriminalCode (B)","Sherwood Estates",3,2014
"Prostitution","Sherwood Estates",0,2014
"Provincial Statutes","Sherwood Estates",6,2014
"Sexual Assault","Sherwood Estates",4,2014
"Shoplift Over","Sherwood Estates",0,2014
"Shoplift Under","Sherwood Estates",6,2014
"Special Inq(8510-8640)","Sherwood Estates",142,2014
"Special Inq(8660-8814)","Sherwood Estates",59,2014
"Theft From Auto Over","Sherwood Estates",3,2014
"Theft From Auto Under","Sherwood Estates",17,2014
"Theft of Motor Vehicle VA, VT","Sherwood Estates",13,2014
"Theft of Other Vehicle VM, VO","Sherwood Estates",2,2014
"Violation Causing Death","Sherwood Estates",0,2014
"Violence/Threat","Sherwood Estates",110,2014
"Total","Sherwood Estates",292,2014
"Arson","Twin Lakes",1,2014
"Assault","Twin Lakes",16,2014
"Attempt Murder","Twin Lakes",0,2014
"B&E (Business)","Twin Lakes",2,2014
"B&E (Garage)","Twin Lakes",1,2014
"B&E (Other)","Twin Lakes",3,2014
"B&E (Residence)","Twin Lakes",20,2014
"B&E Motor Vehicle Firearms","Twin Lakes",1,2014
"Controlled Drugs","Twin Lakes",6,2014
"Crimes Against Property(2150-2166)","Twin Lakes",21,2014
"Dangerous Operation","Twin Lakes",1,2014
"Deprivation of Freedom","Twin Lakes",0,2014
"Gaming&Betting","Twin Lakes",5,2014
"HWY Traffic Violation","Twin Lakes",47,2014
"Impaired Operation","Twin Lakes",16,2014
"Mischief","Twin Lakes",38,2014
"Municipal ByLaws","Twin Lakes",1,2014
"Offensive Weapons","Twin Lakes",5,2014
"Other Crminal Code Traffic","Twin Lakes",10,2014
"Other Federal Statute Violations","Twin Lakes",1,2014
"Other Theft Over","Twin Lakes",2,2014
"Other Theft Under","Twin Lakes",39,2014
"OtherCriminalCode (A)","Twin Lakes",19,2014
"OtherCriminalCode (B)","Twin Lakes",2,2014
"Prostitution","Twin Lakes",1,2014
"Provincial Statutes","Twin Lakes",15,2014
"Sexual Assault","Twin Lakes",0,2014
"Shoplift Over","Twin Lakes",1,2014
"Shoplift Under","Twin Lakes",25,2014
"Special Inq(8510-8640)","Twin Lakes",148,2014
"Special Inq(8660-8814)","Twin Lakes",91,2014
"Theft From Auto Over","Twin Lakes",1,2014
"Theft From Auto Under","Twin Lakes",41,2014
"Theft of Motor Vehicle VA, VT","Twin Lakes",17,2014
"Theft of Other Vehicle VM, VO","Twin Lakes",4,2014
"Violation Causing Death","Twin Lakes",2,2014
"Violence/Threat","Twin Lakes",133,2014
"Total","Twin Lakes",492,2014
"Arson","University Park",2,2014
"Assault","University Park",5,2014
"Attempt Murder","University Park",0,2014
"B&E (Business)","University Park",2,2014
"B&E (Garage)","University Park",4,2014
"B&E (Other)","University Park",3,2014
"B&E (Residence)","University Park",34,2014
"B&E Motor Vehicle Firearms","University Park",0,2014
"Controlled Drugs","University Park",1,2014
"Crimes Against Property(2150-2166)","University Park",11,2014
"Dangerous Operation","University Park",2,2014
"Deprivation of Freedom","University Park",1,2014
"Gaming&Betting","University Park",4,2014
"HWY Traffic Violation","University Park",22,2014
"Impaired Operation","University Park",8,2014
"Mischief","University Park",16,2014
"Municipal ByLaws","University Park",0,2014
"Offensive Weapons","University Park",3,2014
"Other Crminal Code Traffic","University Park",8,2014
"Other Federal Statute Violations","University Park",0,2014
"Other Theft Over","University Park",2,2014
"Other Theft Under","University Park",16,2014
"OtherCriminalCode (A)","University Park",7,2014
"OtherCriminalCode (B)","University Park",2,2014
"Prostitution","University Park",1,2014
"Provincial Statutes","University Park",6,2014
"Sexual Assault","University Park",0,2014
"Shoplift Over","University Park",0,2014
"Shoplift Under","University Park",8,2014
"Special Inq(8510-8640)","University Park",84,2014
"Special Inq(8660-8814)","University Park",115,2014
"Theft From Auto Over","University Park",8,2014
"Theft From Auto Under","University Park",60,2014
"Theft of Motor Vehicle VA, VT","University Park",26,2014
"Theft of Other Vehicle VM, VO","University Park",6,2014
"Violation Causing Death","University Park",0,2014
"Violence/Threat","University Park",109,2014
"Total","University Park",364,2014
"Arson","Unverified Address",5,2014
"Assault","Unverified Address",46,2014
"Attempt Murder","Unverified Address",1,2014
"B&E (Business)","Unverified Address",5,2014
"B&E (Garage)","Unverified Address",4,2014
"B&E (Other)","Unverified Address",7,2014
"B&E (Residence)","Unverified Address",9,2014
"B&E Motor Vehicle Firearms","Unverified Address",1,2014
"Controlled Drugs","Unverified Address",15,2014
"Crimes Against Property(2150-2166)","Unverified Address",40,2014
"Dangerous Operation","Unverified Address",8,2014
"Deprivation of Freedom","Unverified Address",2,2014
"Gaming&Betting","Unverified Address",37,2014
"HWY Traffic Violation","Unverified Address",288,2014
"Impaired Operation","Unverified Address",22,2014
"Mischief","Unverified Address",105,2014
"Municipal ByLaws","Unverified Address",61,2014
"Offensive Weapons","Unverified Address",4,2014
"Other Crminal Code Traffic","Unverified Address",19,2014
"Other Federal Statute Violations","Unverified Address",2,2014
"Other Theft Over","Unverified Address",6,2014
"Other Theft Under","Unverified Address",73,2014
"OtherCriminalCode (A)","Unverified Address",33,2014
"OtherCriminalCode (B)","Unverified Address",8,2014
"Prostitution","Unverified Address",8,2014
"Provincial Statutes","Unverified Address",55,2014
"Sexual Assault","Unverified Address",18,2014
"Shoplift Over","Unverified Address",0,2014
"Shoplift Under","Unverified Address",132,2014
"Special Inq(8510-8640)","Unverified Address",1458,2014
"Special Inq(8660-8814)","Unverified Address",268,2014
"Theft From Auto Over","Unverified Address",13,2014
"Theft From Auto Under","Unverified Address",100,2014
"Theft of Motor Vehicle VA, VT","Unverified Address",25,2014
"Theft of Other Vehicle VM, VO","Unverified Address",3,2014
"Violation Causing Death","Unverified Address",3,2014
"Violence/Threat","Unverified Address",730,2014
"Total","Unverified Address",2189,2014
"Arson","Uplands",1,2014
"Assault","Uplands",15,2014
"Attempt Murder","Uplands",0,2014
"B&E (Business)","Uplands",0,2014
"B&E (Garage)","Uplands",6,2014
"B&E (Other)","Uplands",0,2014
"B&E (Residence)","Uplands",10,2014
"B&E Motor Vehicle Firearms","Uplands",0,2014
"Controlled Drugs","Uplands",3,2014
"Crimes Against Property(2150-2166)","Uplands",5,2014
"Dangerous Operation","Uplands",3,2014
"Deprivation of Freedom","Uplands",0,2014
"Gaming&Betting","Uplands",0,2014
"HWY Traffic Violation","Uplands",15,2014
"Impaired Operation","Uplands",6,2014
"Mischief","Uplands",20,2014
"Municipal ByLaws","Uplands",3,2014
"Offensive Weapons","Uplands",3,2014
"Other Crminal Code Traffic","Uplands",3,2014
"Other Federal Statute Violations","Uplands",0,2014
"Other Theft Over","Uplands",0,2014
"Other Theft Under","Uplands",12,2014
"OtherCriminalCode (A)","Uplands",8,2014
"OtherCriminalCode (B)","Uplands",1,2014
"Prostitution","Uplands",2,2014
"Provincial Statutes","Uplands",6,2014
"Sexual Assault","Uplands",0,2014
"Shoplift Over","Uplands",0,2014
"Shoplift Under","Uplands",14,2014
"Special Inq(8510-8640)","Uplands",109,2014
"Special Inq(8660-8814)","Uplands",40,2014
"Theft From Auto Over","Uplands",5,2014
"Theft From Auto Under","Uplands",19,2014
"Theft of Motor Vehicle VA, VT","Uplands",7,2014
"Theft of Other Vehicle VM, VO","Uplands",0,2014
"Violation Causing Death","Uplands",0,2014
"Violence/Threat","Uplands",87,2014
"Total","Uplands",233,2014
"Arson","Walsh Acres",1,2014
"Assault","Walsh Acres",20,2014
"Attempt Murder","Walsh Acres",0,2014
"B&E (Business)","Walsh Acres",4,2014
"B&E (Garage)","Walsh Acres",7,2014
"B&E (Other)","Walsh Acres",7,2014
"B&E (Residence)","Walsh Acres",18,2014
"B&E Motor Vehicle Firearms","Walsh Acres",0,2014
"Controlled Drugs","Walsh Acres",14,2014
"Crimes Against Property(2150-2166)","Walsh Acres",20,2014
"Dangerous Operation","Walsh Acres",5,2014
"Deprivation of Freedom","Walsh Acres",0,2014
"Gaming&Betting","Walsh Acres",5,2014
"HWY Traffic Violation","Walsh Acres",99,2014
"Impaired Operation","Walsh Acres",28,2014
"Mischief","Walsh Acres",44,2014
"Municipal ByLaws","Walsh Acres",5,2014
"Offensive Weapons","Walsh Acres",3,2014
"Other Crminal Code Traffic","Walsh Acres",12,2014
"Other Federal Statute Violations","Walsh Acres",3,2014
"Other Theft Over","Walsh Acres",3,2014
"Other Theft Under","Walsh Acres",33,2014
"OtherCriminalCode (A)","Walsh Acres",21,2014
"OtherCriminalCode (B)","Walsh Acres",4,2014
"Prostitution","Walsh Acres",0,2014
"Provincial Statutes","Walsh Acres",15,2014
"Sexual Assault","Walsh Acres",2,2014
"Shoplift Over","Walsh Acres",3,2014
"Shoplift Under","Walsh Acres",71,2014
"Special Inq(8510-8640)","Walsh Acres",233,2014
"Special Inq(8660-8814)","Walsh Acres",207,2014
"Theft From Auto Over","Walsh Acres",6,2014
"Theft From Auto Under","Walsh Acres",43,2014
"Theft of Motor Vehicle VA, VT","Walsh Acres",37,2014
"Theft of Other Vehicle VM, VO","Walsh Acres",7,2014
"Violation Causing Death","Walsh Acres",2,2014
"Violence/Threat","Walsh Acres",225,2014
"Total","Walsh Acres",767,2014
"Arson","Warehouse District",3,2014
"Assault","Warehouse District",19,2014
"Attempt Murder","Warehouse District",2,2014
"B&E (Business)","Warehouse District",13,2014
"B&E (Garage)","Warehouse District",0,2014
"B&E (Other)","Warehouse District",10,2014
"B&E (Residence)","Warehouse District",0,2014
"B&E Motor Vehicle Firearms","Warehouse District",0,2014
"Controlled Drugs","Warehouse District",13,2014
"Crimes Against Property(2150-2166)","Warehouse District",16,2014
"Dangerous Operation","Warehouse District",1,2014
"Deprivation of Freedom","Warehouse District",0,2014
"Gaming&Betting","Warehouse District",10,2014
"HWY Traffic Violation","Warehouse District",129,2014
"Impaired Operation","Warehouse District",33,2014
"Mischief","Warehouse District",37,2014
"Municipal ByLaws","Warehouse District",0,2014
"Offensive Weapons","Warehouse District",10,2014
"Other Crminal Code Traffic","Warehouse District",22,2014
"Other Federal Statute Violations","Warehouse District",2,2014
"Other Theft Over","Warehouse District",7,2014
"Other Theft Under","Warehouse District",41,2014
